InterfaceID,DateHour,AvgTotalBytes,AvgTotalPackets,AvgAveragebps,AvgOutPercentUtil,AvgInPercentUtil,AvgPercentUtil,MinTotalBytes,MinTotalPackets,MinAveragebps,MinOutPercentUtil,MinInPercentUtil,MinPercentUtil,MaxTotalBytes,MaxTotalPackets,MaxAveragebps,MaxOutPercentUtil,MaxInPercentUtil,MaxPercentUtil,NextHourAlert
8156,10/12/2018 1:00:00 PM,461163296,518320,488071.15625,0.09387053125,0.003743700390625,0.0488071158203125,461163300,518320,488071.2,0.09387053,0.0037437,0.04880711,461163300,518320,488071.2,0.09387053,0.0037437,0.04880711,0
9049,10/26/2018 7:00:00 AM,572605056,470776,605924.25,6.0592425,6.0592425,6.0592425,572605100,470776,605924.3,6.059243,6.059243,6.059243,572605100,470776,605924.3,6.059243,6.059243,6.059243,0
9045,10/25/2018 8:00:00 AM,201775056,417250,213515.78125,2.1351578125,2.1351578125,2.1351578125,201775100,417250,213515.8,2.135158,2.135158,2.135158,201775100,417250,213515.8,2.135158,2.135158,2.135158,0
9369,10/27/2018 2:00:00 AM,1801737728,3242892,1906565,19.06601625,19.065285,19.065650625,1801738000,3242892,1906565,19.06602,19.06528,19.06565,1801738000,3242892,1906565,19.06602,19.06528,19.06565,1
9369,10/29/2018 4:00:00 AM,1804602112,3960654,2870197.5,28.8587425,28.5452075,28.701975,1804602000,3960654,2870198,28.85874,28.54521,28.70197,1804602000,3960654,2870198,28.85874,28.54521,28.70197,0
9408,10/26/2018 8:00:00 PM,2911373312,2351200,3594288.75,35.9428875,35.9428875,35.9428875,2911373000,2351200,3594289,35.94289,35.94289,35.94289,2911373000,2351200,3594289,35.94289,35.94289,35.94289,0
9049,10/13/2018 4:00:00 AM,45485996,228380,56154.89453125,0.5615489453125,0.5615489453125,0.5615489453125,45486000,228380,56154.89,0.5615489,0.5615489,0.5615489,45486000,228380,56154.89,0.5615489,0.5615489,0.5615489,0
7276,10/13/2018 1:00:00 PM,220689186816,172240896,272451904,54.0500864,0.4402952,27.2451908,220689200000,172240900,272451900,54.05009,0.4402952,27.24519,220689200000,172240900,272451900,54.05009,0.4402952,27.24519,0
8069,10/13/2018 1:00:00 PM,400018624,419174,423286.84375,0.08044403125,0.004213339453125,0.0423286853515625,400018600,419174,423286.8,0.08044403,0.00421334,0.04232869,400018600,419174,423286.8,0.08044403,0.00421334,0.04232869,0
9369,10/20/2018 4:00:00 PM,2598409472,1407644,2749594.5,27.495945,27.495945,27.495945,2598409000,1407644,2749595,27.49594,27.49594,27.49594,2598409000,1407644,2749595,27.49594,27.49594,27.49594,1
9045,10/26/2018 5:00:00 PM,2280707072,1081940,2412256.75,24.1225675,24.1225675,24.1225675,2280707000,1081940,2412257,24.12257,24.12257,24.12257,2280707000,1081940,2412257,24.12257,24.12257,24.12257,0
9369,10/22/2018 5:00:00 AM,4080175104,2998836,4317592,43.17592,43.17592,43.17592,4080175000,2998836,4317592,43.17592,43.17592,43.17592,4080175000,2998836,4317592,43.17592,43.17592,43.17592,0
8156,10/26/2018 12:00:00 AM,453351104,487911,559450.5625,0.10749985,0.004390266015625,0.0559450580078125,453351100,487911,559450.6,0.1074999,0.004390266,0.05594506,453351100,487911,559450.6,0.1074999,0.004390266,0.05594506,0
9408,10/20/2018 6:00:00 AM,1416439808,3578428,1498866.25,14.9886625,14.9886625,14.9886625,1416440000,3578428,1498866,14.98866,14.98866,14.98866,1416440000,3578428,1498866,14.98866,14.98866,14.98866,1
7276,10/14/2018 3:00:00 PM,27901548,116406,29524.92578125,0.00374780859375,0.0021571763671875,0.00295249248046875,27901550,116406,29524.93,0.003747809,0.002157176,0.002952493,27901550,116406,29524.93,0.003747809,0.002157176,0.002952493,0
8149,10/26/2018 4:00:00 PM,3141291776,7830252,3329922.25,0.322700675,0.343283775,0.332992225,3141292000,7830252,3329922,0.3227007,0.3432838,0.3329922,3141292000,7830252,3329922,0.3227007,0.3432838,0.3329922,0
9049,10/11/2018 6:00:00 AM,52057232,263166,55086.546875,0.55086546875,0.55086546875,0.55086546875,52057230,263166,55086.55,0.5508655,0.5508655,0.5508655,52057230,263166,55086.55,0.5508655,0.5508655,0.5508655,0
9045,10/17/2018 3:00:00 PM,165075744,146286,611379.125,6.11379125,6.11379125,6.11379125,165075700,146286,611379.1,6.113791,6.113791,6.113791,165075700,146286,611379.1,6.113791,6.113791,6.113791,0
7276,10/19/2018 10:00:00 AM,2678267648,2308257,3280415.5,0.6420456,0.0140375140625,0.32804155703125,2678268000,2308257,3280416,0.6420456,0.01403751,0.3280416,2678268000,2308257,3280416,0.6420456,0.01403751,0.3280416,0
9408,10/16/2018 5:00:00 AM,1614785408,2945268,1708793.5,17.087935,17.087935,17.087935,1614785000,2945268,1708794,17.08793,17.08793,17.08793,1614785000,2945268,1708794,17.08793,17.08793,17.08793,0
9404,10/1/2018 6:00:00 AM,2460965120,73549184,218490.890625,2.18490890625,2.18490890625,2.18490890625,2460965000,73549180,218490.9,2.184909,2.184909,2.184909,2460965000,73549180,218490.9,2.184909,2.184909,2.184909,0
8990,10/20/2018 8:00:00 PM,4670095872,8134178,4941818,49.41818,49.41818,49.41818,4670096000,8134178,4941818,49.41818,49.41818,49.41818,4670096000,8134178,4941818,49.41818,49.41818,49.41818,0
8069,10/9/2018 6:00:00 AM,461837152,475778,488823.1875,0.093131175,0.004633463671875,0.0488823193359375,461837200,475778,488823.2,0.09313118,0.004633463,0.04888232,461837200,475778,488823.2,0.09313118,0.004633463,0.04888232,0
9369,10/10/2018 1:00:00 AM,1056645696,7042290,2866417.5,28.664175,28.664175,28.664175,1056646000,7042290,2866418,28.66418,28.66418,28.66418,1056646000,7042290,2866418,28.66418,28.66418,28.66418,0
8149,10/24/2018 2:00:00 PM,3749385216,8441238,3967509.75,0.30812155,0.4853804,0.396750975,3749385000,8441238,3967510,0.3081216,0.4853804,0.396751,3749385000,8441238,3967510,0.3081216,0.4853804,0.396751,0
9369,10/22/2018 6:00:00 PM,2112512512,15533122,8228622,82.28622,82.28622,82.28622,2112513000,15533120,8228622,82.28622,82.28622,82.28622,2112513000,15533120,8228622,82.28622,82.28622,82.28622,0
9370,10/26/2018 10:00:00 AM,37212667904,28708078,45925884,8.306476,0.8787007,4.59258835,37212670000,28708080,45925880,8.306476,0.8787007,4.592588,37212670000,28708080,45925880,8.306476,0.8787007,4.592588,0
9369,10/17/2018 9:00:00 AM,64096688,14276760,5222811.5,52.228115,52.228115,52.228115,64096690,14276760,5222812,52.22812,52.22812,52.22812,64096690,14276760,5222812,52.22812,52.22812,52.22812,0
9370,10/14/2018 7:00:00 AM,4000863488,3759272,4939037.5,0.9597326,0.028074946875,0.4939037734375,4000863000,3759272,4939038,0.9597326,0.02807495,0.4939038,4000863000,3759272,4939038,0.9597326,0.02807495,0.4939038,0
8156,10/11/2018 8:00:00 PM,429159744,475533,529822.125,0.1006859375,0.005278487890625,0.0529822126953125,429159700,475533,529822.1,0.1006859,0.005278488,0.05298221,429159700,475533,529822.1,0.1006859,0.005278488,0.05298221,0
7276,10/27/2018 12:00:00 AM,6793214464,6199031,7188516,1.4061891,0.0315141125,0.71885160625,6793214000,6199031,7188516,1.406189,0.03151411,0.7188516,6793214000,6199031,7188516,1.406189,0.03151411,0.7188516,0
8156,10/8/2018 6:00:00 AM,62373625856,60854188,2849604.25,0.5582848,0.011636034375,0.2849604171875,62373630000,60854190,2849604,0.5582848,0.01163603,0.2849604,62373630000,60854190,2849604,0.5582848,0.01163603,0.2849604,0
8156,10/15/2018 10:00:00 AM,461447168,516842,489454.8125,0.094089575,0.00380138984375,0.048945482421875,461447200,516842,489454.8,0.09408958,0.00380139,0.04894548,461447200,516842,489454.8,0.09408958,0.00380139,0.04894548,0
9370,10/15/2018 11:00:00 PM,3534295552,3191566,3740028.5,0.69265685,0.05534883125,0.374002840625,3534296000,3191566,3740029,0.6926569,0.05534883,0.3740028,3534296000,3191566,3740029,0.6926569,0.05534883,0.3740028,0
9404,10/24/2018 3:00:00 PM,36209236,106026,44702.2109375,0.447022109375,0.447022109375,0.447022109375,36209240,106026,44702.21,0.4470221,0.4470221,0.4470221,36209240,106026,44702.21,0.4470221,0.4470221,0.4470221,0
7276,10/16/2018 10:00:00 AM,2260514304,1956690,2790718.75,0.54976965,0.0083741078125,0.27907187890625,2260514000,1956690,2790719,0.5497696,0.008374108,0.2790719,2260514000,1956690,2790719,0.5497696,0.008374108,0.2790719,0
9404,10/31/2018 8:00:00 AM,64096048,134290,67825.3125,0.678253125,0.678253125,0.678253125,64096050,134290,67825.31,0.6782531,0.6782531,0.6782531,64096050,134290,67825.31,0.6782531,0.6782531,0.6782531,0
7276,10/9/2018 6:00:00 AM,20373308,101252,21563.197265625,0.0023241587890625,0.0019884806640625,0.0021563197265625,20373310,101252,21563.2,0.002324159,0.001988481,0.00215632,20373310,101252,21563.2,0.002324159,0.001988481,0.00215632,0
8149,10/28/2018 6:00:00 PM,2757060096,6827378,3406553.5,0.290398875,0.39091185,0.3406553625,2757060000,6827378,3406554,0.2903989,0.3909118,0.3406554,2757060000,6827378,3406554,0.2903989,0.3909118,0.3406554,0
8069,10/12/2018 8:00:00 PM,336977440,355825,416102.09375,0.07885951875,0.00436090078125,0.041610209765625,336977400,355825,416102.1,0.07885952,0.004360901,0.04161021,336977400,355825,416102.1,0.07885952,0.004360901,0.04161021,0
9369,10/23/2018 12:00:00 AM,1724791552,2923802,3263484.25,34.5683675,30.7013175,32.6348425,1724792000,2923802,3263484,34.56837,30.70132,32.63484,1724792000,2923802,3263484,34.56837,30.70132,32.63484,1
8084,10/22/2018 4:00:00 PM,24273720,111823,25685.98046875,0.0020828958984375,0.003054300390625,0.00256859814453125,24273720,111823,25685.98,0.002082896,0.0030543,0.002568598,24273720,111823,25685.98,0.002082896,0.0030543,0.002568598,0
9049,10/11/2018 11:00:00 PM,2590220800,1338274,3837348.25,38.3734825,38.3734825,38.3734825,2590221000,1338274,3837348,38.37348,38.37348,38.37348,2590221000,1338274,3837348,38.37348,38.37348,38.37348,0
9049,10/14/2018 6:00:00 AM,50724424,262780,53676.17578125,0.5367617578125,0.5367617578125,0.5367617578125,50724420,262780,53676.18,0.5367618,0.5367618,0.5367618,50724420,262780,53676.18,0.5367618,0.5367618,0.5367618,0
7276,10/9/2018 11:00:00 PM,178071488,452055,188436.46875,0.02716183125,0.0105254640625,0.01884364765625,178071500,452055,188436.5,0.02716183,0.01052546,0.01884365,178071500,452055,188436.5,0.02716183,0.01052546,0.01884365,0
9049,10/15/2018 1:00:00 PM,679317632,485040,838650.25,8.3865025,8.3865025,8.3865025,679317600,485040,838650.3,8.386502,8.386502,8.386502,679317600,485040,838650.3,8.386502,8.386502,8.386502,0
9369,10/14/2018 9:00:00 AM,851398208,641254,900939.1875,9.009391875,9.009391875,9.009391875,851398200,641254,900939.2,9.009392,9.009392,9.009392,851398200,641254,900939.2,9.009392,9.009392,9.009392,0
8084,10/26/2018 2:00:00 AM,136753904,227969,144604.390625,0.0250756015625,0.003845275390625,0.0144604384765625,136753900,227969,144604.4,0.0250756,0.003845275,0.01446044,136753900,227969,144604.4,0.0250756,0.003845275,0.01446044,0
8990,10/26/2018 7:00:00 AM,5985070080,9708586,6333939.5,63.339395,63.339395,63.339395,5985070000,9708586,6333940,63.33939,63.33939,63.33939,5985070000,9708586,6333940,63.33939,63.33939,63.33939,0
8069,10/9/2018 11:00:00 PM,362608576,379667,447771.625,0.0835969125,0.00595741171875,0.044777162109375,362608600,379667,447771.6,0.08359692,0.005957412,0.04477716,362608600,379667,447771.6,0.08359692,0.005957412,0.04477716,0
7276,10/30/2018 12:00:00 AM,8700704768,6538900,9206972,1.8187648,0.02262950625,0.920697153125,8700705000,6538900,9206972,1.818765,0.02262951,0.9206972,8700705000,6538900,9206972,1.818765,0.02262951,0.9206972,0
9369,10/29/2018 3:00:00 AM,2250253312,3378328,2381177.5,23.8173425,23.806205,23.81177375,2250253000,3378328,2381178,23.81734,23.80621,23.81177,2250253000,3378328,2381178,23.81734,23.80621,23.81177,0
9370,10/29/2018 10:00:00 AM,58104963072,45783752,71724608,13.0052944,1.3396273,7.17246085,58104960000,45783750,71724610,13.00529,1.339627,7.172461,58104960000,45783750,71724610,13.00529,1.339627,7.172461,0
8149,10/27/2018 2:00:00 PM,2578184704,7078417,2729008,0.2765432,0.2692584,0.2729008,2578185000,7078417,2729008,0.2765432,0.2692584,0.2729008,2578185000,7078417,2729008,0.2765432,0.2692584,0.2729008,0
8084,10/29/2018 1:00:00 AM,132360816,249183,163469.40625,0.027838625,0.004855255859375,0.0163469404296875,132360800,249183,163469.4,0.02783863,0.004855256,0.01634694,132360800,249183,163469.4,0.02783863,0.004855256,0.01634694,0
9408,10/25/2018 10:00:00 PM,1407169408,1398294,1489055.5,14.890555,14.890555,14.890555,1407169000,1398294,1489056,14.89056,14.89056,14.89056,1407169000,1398294,1489056,14.89056,14.89056,14.89056,0
9370,10/11/2018 7:00:00 AM,3890655744,3858975,4801044,0.9125139,0.04769485625,0.480104378125,3890656000,3858975,4801044,0.9125139,0.04769485,0.4801044,3890656000,3858975,4801044,0.9125139,0.04769485,0.4801044,0
9369,10/13/2018 1:00:00 AM,427836800,2820886,747169,7.47169,7.47169,7.47169,427836800,2820886,747169,7.47169,7.47169,7.47169,427836800,2820886,747169,7.47169,7.47169,7.47169,0
8990,10/17/2018 8:00:00 PM,7595653632,12066970,8037662,80.37662,80.37662,80.37662,7595654000,12066970,8037662,80.37662,80.37662,80.37662,7595654000,12066970,8037662,80.37662,80.37662,80.37662,0
8084,10/31/2018 8:00:00 AM,144320112,326251,152860.765625,0.0250874171875,0.005484736328125,0.0152860767578125,144320100,326251,152860.8,0.02508742,0.005484737,0.01528608,144320100,326251,152860.8,0.02508742,0.005484737,0.01528608,0
9369,10/23/2018 4:00:00 PM,66933548,9432090,3109980.5,31.099805,31.099805,31.099805,66933550,9432090,3109981,31.09981,31.09981,31.09981,66933550,9432090,3109981,31.09981,31.09981,31.09981,1
9408,10/23/2018 8:00:00 PM,1999099392,1382674,2467977.25,24.6797725,24.6797725,24.6797725,1999099000,1382674,2467977,24.67977,24.67977,24.67977,1999099000,1382674,2467977,24.67977,24.67977,24.67977,0
9404,10/27/2018 3:00:00 PM,6537636,29864,24213.3671875,0.242133671875,0.242133671875,0.242133671875,6537636,29864,24213.37,0.2421337,0.2421337,0.2421337,6537636,29864,24213.37,0.2421337,0.2421337,0.2421337,0
8156,10/28/2018 3:00:00 PM,448594592,500242,553888.5,0.108558425,0.00221927265625,0.055388848828125,448594600,500242,553888.5,0.1085584,0.002219273,0.05538885,448594600,500242,553888.5,0.1085584,0.002219273,0.05538885,0
8156,10/5/2018 6:00:00 AM,424658010112,345675872,20243644,4.0116084,0.037120409375,2.0243644046875,424658000000,345675900,20243640,4.011609,0.03712041,2.024364,424658000000,345675900,20243640,4.011609,0.03712041,2.024364,0
8069,10/6/2018 6:00:00 AM,1155694198784,901047296,55375432,10.9848928,0.09019380625,5.537543303125,1155694000000,901047300,55375430,10.98489,0.09019381,5.537543,1155694000000,901047300,55375430,10.98489,0.09019381,5.537543,0
9369,10/30/2018 2:00:00 AM,1809769856,3993546,2242915.75,22.4291575,22.4291575,22.4291575,1809770000,3993546,2242916,22.42916,22.42916,22.42916,1809770000,3993546,2242916,22.42916,22.42916,22.42916,0
7276,10/23/2018 9:00:00 AM,318525472,369863,337046,0.0638426875,0.0035665125,0.0337046,318525500,369863,337046,0.06384268,0.003566513,0.0337046,318525500,369863,337046,0.06384268,0.003566513,0.0337046,0
8156,10/9/2018 1:00:00 PM,461116544,514867,487794.5625,0.09384368125,0.00371523203125,0.048779456640625,461116500,514867,487794.6,0.09384368,0.003715232,0.04877946,461116500,514867,487794.6,0.09384368,0.003715232,0.04877946,0
9369,10/12/2018 10:00:00 AM,21410218,13810384,3622595.75,36.2259575,36.2259575,36.2259575,21410220,13810380,3622596,36.22596,36.22596,36.22596,21410220,13810380,3622596,36.22596,36.22596,36.22596,0
8149,10/28/2018 11:00:00 AM,3022991872,7611160,3200063,0.28322135,0.356791225,0.3200062875,3022992000,7611160,3200063,0.2832214,0.3567912,0.3200063,3022992000,7611160,3200063,0.2832214,0.3567912,0.3200063,0
9370,10/31/2018 5:00:00 PM,3669255168,3126573,9061248,1.5818048,0.2304447,0.90612475,3669255000,3126573,9061248,1.581805,0.2304447,0.9061248,3669255000,3126573,9061248,1.581805,0.2304447,0.9061248,0
7276,10/13/2018 10:00:00 PM,6022602752,6555380,7435242,1.4602704,0.026778028125,0.7435242140625,6022603000,6555380,7435242,1.46027,0.02677803,0.7435242,6022603000,6555380,7435242,1.46027,0.02677803,0.7435242,0
8990,10/10/2018 5:00:00 AM,3799238400,8283598,4020336.25,40.2033625,40.2033625,40.2033625,3799238000,8283598,4020336,40.20336,40.20336,40.20336,3799238000,8283598,4020336,40.20336,40.20336,40.20336,1
7276,10/16/2018 1:00:00 PM,966739776,1057270,1193475.125,0.229518675,0.009176340625,0.1193475078125,966739800,1057270,1193475,0.2295187,0.009176341,0.1193475,966739800,1057270,1193475,0.2295187,0.009176341,0.1193475,0
9045,10/9/2018 7:00:00 AM,492501280,479414,608019.875,6.08019875,6.08019875,6.08019875,492501300,479414,608019.9,6.080199,6.080199,6.080199,492501300,479414,608019.9,6.080199,6.080199,6.080199,0
8990,10/29/2018 7:00:00 AM,4145331200,6482222,4386492.5,43.864925,43.864925,43.864925,4145331000,6482222,4386493,43.86493,43.86493,43.86493,4145331000,6482222,4386493,43.86493,43.86493,43.86493,0
9404,10/30/2018 10:00:00 AM,30775238,109772,32565.369140625,0.32565369140625,0.32565369140625,0.32565369140625,30775240,109772,32565.37,0.3256537,0.3256537,0.3256537,30775240,109772,32565.37,0.3256537,0.3256537,0.3256537,0
8149,10/15/2018 8:00:00 AM,5034346496,10275504,5322694.5,0.377341725,0.68719715,0.5322694375,5034346000,10275500,5322695,0.3773417,0.6871971,0.5322694,5034346000,10275500,5322695,0.3773417,0.6871971,0.5322694,0
8069,10/16/2018 1:00:00 PM,401759872,411654,425169.4375,0.0809363125,0.00409757734375,0.042516944921875,401759900,411654,425169.4,0.08093631,0.004097577,0.04251694,401759900,411654,425169.4,0.08093631,0.004097577,0.04251694,0
8149,10/30/2018 2:00:00 AM,3129141248,7763522,3314570,0.281410575,0.38150345,0.3314570125,3129141000,7763522,3314570,0.2814106,0.3815035,0.331457,3129141000,7763522,3314570,0.2814106,0.3815035,0.331457,0
9045,10/21/2018 3:00:00 PM,30689892,370006,32475.619140625,0.32475619140625,0.32475619140625,0.32475619140625,30689890,370006,32475.62,0.3247562,0.3247562,0.3247562,30689890,370006,32475.62,0.3247562,0.3247562,0.3247562,0
7276,10/11/2018 3:00:00 PM,175990016,435105,186229.96875,0.030750375,0.006495618359375,0.0186229966796875,175990000,435105,186230,0.03075038,0.006495618,0.018623,175990000,435105,186230,0.03075038,0.006495618,0.018623,0
9045,10/25/2018 1:00:00 AM,74910672,406444,79270.1640625,0.792701640625,0.792701640625,0.792701640625,74910670,406444,79270.16,0.7927017,0.7927017,0.7927017,74910670,406444,79270.16,0.7927017,0.7927017,0.7927017,0
8149,10/25/2018 6:00:00 PM,2626182400,6844186,3242216.5,0.3431121,0.3053312,0.32422165,2626182000,6844186,3242217,0.3431121,0.3053312,0.3242216,2626182000,6844186,3242217,0.3431121,0.3053312,0.3242216,0
9045,10/20/2018 3:00:00 PM,253949968,451466,268723.59375,2.6872359375,2.6872359375,2.6872359375,253950000,451466,268723.6,2.687236,2.687236,2.687236,253950000,451466,268723.6,2.687236,2.687236,2.687236,0
9404,10/22/2018 12:00:00 AM,29682106,104876,36644.1171875,0.366441171875,0.366441171875,0.366441171875,29682110,104876,36644.12,0.3664412,0.3664412,0.3664412,29682110,104876,36644.12,0.3664412,0.3664412,0.3664412,0
7276,10/12/2018 8:00:00 PM,755568448,937075,799530.125,0.148992175,0.0109138515625,0.07995301328125,755568400,937075,799530.1,0.1489922,0.01091385,0.07995301,755568400,937075,799530.1,0.1489922,0.01091385,0.07995301,0
9370,10/29/2018 9:00:00 AM,25683867648,20383860,27178282,5.029946,0.405710325,2.7178281625,25683870000,20383860,27178280,5.029946,0.4057103,2.717828,25683870000,20383860,27178280,5.029946,0.4057103,2.717828,0
9049,10/29/2018 7:00:00 AM,194574384,303958,205897.78125,2.0589778125,2.0589778125,2.0589778125,194574400,303958,205897.8,2.058978,2.058978,2.058978,194574400,303958,205897.8,2.058978,2.058978,2.058978,0
9404,10/18/2018 7:00:00 AM,48678828,136480,51510.91796875,0.5151091796875,0.5151091796875,0.5151091796875,48678830,136480,51510.92,0.5151092,0.5151092,0.5151092,48678830,136480,51510.92,0.5151092,0.5151092,0.5151092,0
9370,10/23/2018 3:00:00 PM,26561910784,21682796,32786042,5.816516,0.74069225,3.278604125,26561910000,21682800,32786040,5.816516,0.7406923,3.278604,26561910000,21682800,32786040,5.816516,0.7406923,3.278604,0
9045,10/22/2018 8:00:00 AM,248500512,365368,306786.5,3.067865,3.067865,3.067865,248500500,365368,306786.5,3.067865,3.067865,3.067865,248500500,365368,306786.5,3.067865,3.067865,3.067865,0
9408,10/13/2018 5:00:00 AM,2458073344,6619502,3040393.5,30.403935,30.403935,30.403935,2458073000,6619502,3040394,30.40393,30.40393,30.40393,2458073000,6619502,3040394,30.40393,30.40393,30.40393,0
8084,10/1/2018 6:00:00 AM,9581533184,10144479,430119.28125,0.0817673,0.00425655703125,0.043011928515625,9581533000,10144480,430119.3,0.0817673,0.004256557,0.04301193,9581533000,10144480,430119.3,0.0817673,0.004256557,0.04301193,0
9045,10/29/2018 5:00:00 PM,1027518912,663564,1087309.375,10.87309375,10.87309375,10.87309375,1027519000,663564,1087309,10.87309,10.87309,10.87309,1027519000,663564,1087309,10.87309,10.87309,10.87309,0
7276,10/10/2018 12:00:00 AM,14330700800,11567708,15164699,3.0014548,0.031485071875,1.5164699359375,14330700000,11567710,15164700,3.001455,0.03148507,1.51647,14330700000,11567710,15164700,3.001455,0.03148507,1.51647,0
9045,10/15/2018 2:00:00 PM,1831587072,864840,1938898.75,19.3889875,19.3889875,19.3889875,1831587000,864840,1938899,19.38899,19.38899,19.38899,1831587000,864840,1938899,19.38899,19.38899,19.38899,0
7276,10/29/2018 6:00:00 PM,315297280,635188,333584.15625,0.046727578125,0.0199892515625,0.03335841484375,315297300,635188,333584.2,0.04672758,0.01998925,0.03335841,315297300,635188,333584.2,0.04672758,0.01998925,0.03335841,0
8084,10/11/2018 8:00:00 AM,140887200,222097,149086.796875,0.026136703125,0.00368065703125,0.014908680078125,140887200,222097,149086.8,0.0261367,0.003680657,0.01490868,140887200,222097,149086.8,0.0261367,0.003680657,0.01490868,0
7276,10/17/2018 1:00:00 AM,37821280,148364,40022.00390625,0.00531274921875,0.0026916513671875,0.00400220029296875,37821280,148364,40022,0.005312749,0.002691651,0.0040022,37821280,148364,40022,0.005312749,0.002691651,0.0040022,0
8069,10/29/2018 6:00:00 PM,362974528,350580,448563.15625,0.08575349375,0.00395913671875,0.044856315234375,362974500,350580,448563.2,0.08575349,0.003959137,0.04485631,362974500,350580,448563.2,0.08575349,0.003959137,0.04485631,0
9045,10/13/2018 12:00:00 AM,39642400,371858,41949.16796875,0.4194916796875,0.4194916796875,0.4194916796875,39642400,371858,41949.17,0.4194917,0.4194917,0.4194917,39642400,371858,41949.17,0.4194917,0.4194917,0.4194917,0
9045,10/23/2018 12:00:00 PM,226401520,412410,239575.90625,2.3957590625,2.3957590625,2.3957590625,226401500,412410,239575.9,2.395759,2.395759,2.395759,226401500,412410,239575.9,2.395759,2.395759,2.395759,0
8149,10/11/2018 12:00:00 PM,4143538176,8987644,5116320,0.45867305,0.5645909,0.511631975,4143538000,8987644,5116320,0.4586731,0.5645909,0.511632,4143538000,8987644,5116320,0.4586731,0.5645909,0.511632,0
8084,10/13/2018 5:00:00 PM,162231984,239817,171672.953125,0.03058576875,0.003748823046875,0.0171672958984375,162232000,239817,171673,0.03058577,0.003748823,0.0171673,162232000,239817,171673,0.03058577,0.003748823,0.0171673,0
8084,10/11/2018 9:00:00 AM,135767664,215964,143666.484375,0.02510018125,0.003633115625,0.0143666484375,135767700,215964,143666.5,0.02510018,0.003633116,0.01436665,135767700,215964,143666.5,0.02510018,0.003633116,0.01436665,0
8069,10/30/2018 12:00:00 AM,367658144,358171,453908.96875,0.0867326,0.004049191796875,0.0453908958984375,367658100,358171,453909,0.0867326,0.004049192,0.0453909,367658100,358171,453909,0.0867326,0.004049192,0.0453909,0
8069,10/17/2018 1:00:00 AM,21868466176,50073564,23110856,0.0832956625,4.5388756,2.31108563125,21868470000,50073560,23110860,0.08329567,4.538876,2.311086,21868470000,50073560,23110860,0.08329567,4.538876,2.311086,0
9369,10/10/2018 12:00:00 PM,22813536,17776524,3758066.25,37.5806625,37.5806625,37.5806625,22813540,17776520,3758066,37.58066,37.58066,37.58066,22813540,17776520,3758066,37.58066,37.58066,37.58066,0
8149,10/11/2018 1:00:00 AM,5423052800,10920636,5744467,0.4129684,0.735925,0.5744467,5423053000,10920640,5744467,0.4129684,0.735925,0.5744467,5423053000,10920640,5744467,0.4129684,0.735925,0.5744467,0
9049,10/16/2018 3:00:00 PM,1109948928,616810,1174537.625,11.74537625,11.74537625,11.74537625,1109949000,616810,1174538,11.74538,11.74538,11.74538,1109949000,616810,1174538,11.74538,11.74538,11.74538,0
8156,10/25/2018 6:00:00 PM,448961152,498463,553957.125,0.1072644625,0.003526966796875,0.0553957146484375,448961200,498463,553957.1,0.1072645,0.003526967,0.05539571,448961200,498463,553957.1,0.1072645,0.003526967,0.05539571,0
9404,10/16/2018 5:00:00 PM,33905240,128500,35878.13671875,0.3587813671875,0.3587813671875,0.3587813671875,33905240,128500,35878.14,0.3587814,0.3587814,0.3587814,33905240,128500,35878.14,0.3587814,0.3587814,0.3587814,0
8990,10/30/2018 2:00:00 PM,0,15523474,0,0,0,0,0,15523470,0,0,0,0,0,15523470,0,0,0,0,0
9369,10/12/2018 8:00:00 AM,29757010,17121814,4806096,48.06096,48.06096,48.06096,29757010,17121810,4806096,48.06096,48.06096,48.06096,29757010,17121810,4806096,48.06096,48.06096,48.06096,0
8084,10/23/2018 2:00:00 PM,139637824,230779,147765.25,0.025553384375,0.00399966484375,0.014776524609375,139637800,230779,147765.3,0.02555338,0.003999665,0.01477652,139637800,230779,147765.3,0.02555338,0.003999665,0.01477652,0
8084,10/21/2018 6:00:00 PM,18658428,95695,23034.921875,0.0016752916015625,0.0029316927734375,0.0023034921875,18658430,95695,23034.92,0.001675292,0.002931693,0.002303492,18658430,95695,23034.92,0.001675292,0.002931693,0.002303492,0
9049,10/25/2018 5:00:00 PM,623789312,402972,769863.9375,7.698639375,7.698639375,7.698639375,623789300,402972,769863.9,7.698639,7.698639,7.698639,623789300,402972,769863.9,7.698639,7.698639,7.698639,0
7276,10/30/2018 4:00:00 PM,3892379136,4053864,4805169.5,0.9163814,0.044652465625,0.4805169328125,3892379000,4053864,4805170,0.9163814,0.04465247,0.4805169,3892379000,4053864,4805170,0.9163814,0.04465247,0.4805169,0
8069,10/10/2018 10:00:00 PM,699961344,697957,740914.25,0.0818239875,0.0663588625,0.074091425,699961300,697957,740914.3,0.08182399,0.06635886,0.07409143,699961300,697957,740914.3,0.08182399,0.06635886,0.07409143,0
8084,10/24/2018 11:00:00 AM,140209040,229998,148456.96875,0.0256163546875,0.0040750375,0.01484569609375,140209000,229998,148457,0.02561636,0.004075037,0.0148457,140209000,229998,148457,0.02561636,0.004075037,0.0148457,0
